canonical_name,category,subcategory,tier_group,aliases,source_field_hints,canonical_url,description,is_positive,is_active,is_searchable
Cal Poly Pomona SUAS,engineering_team,"","",cal poly pomona suas,activities_honors;education_description;experience_description;company_name;title,https://cpp.edu,"",true,true,false
Cal Poly Racing,engineering_team,"","",cal poly racing;cal poly slo fsae,activities_honors;education_description;experience_description;company_name;title,https://calpolyracing.com,"",true,true,false
Cal Poly SLO Baja,engineering_team,"","",cal poly slo baja,activities_honors;education_description;experience_description;company_name;title,https://calpoly.edu/baja,"",true,true,false
Cal Poly SLO DBF,engineering_team,"","",cal poly slo dbf,activities_honors;education_description;experience_description;company_name;title,https://calpoly.edu,"",true,true,false
Cal Poly SLO Liquid Propulsion,engineering_team,"","",cal poly slo liquid propulsion,activities_honors;education_description;experience_description;company_name;title,https://calpoly.edu,"",true,true,false
Cal Poly SLO White Hats,engineering_team,"","",cal poly slo white hats,activities_honors;education_description;experience_description;company_name;title,https://calpoly.edu,"",true,true,false
CalSol,engineering_team,"","",calsol;berkeley solar,activities_honors;education_description;experience_description;company_name;title,https://calsol.berkeley.edu,"",true,true,false
Caltech Robotics RoboSub,engineering_team,"","",caltech robotics robosub,activities_honors;education_description;experience_description;company_name;title,https://caltech.edu,"",true,true,false
Caltech Robotics Team,engineering_team,"","",caltech robotics team,activities_honors;education_description;experience_description;company_name;title,https://caltech.edu,"",true,true,false
Carnegie Mellon Racing,engineering_team,"","",carnegie mellon racing;cmr,activities_honors;education_description;experience_description;company_name;title,https://racing.club.cmu.edu,Very strong embedded/EV,true,true,false
Cavalier Autonomous Racing,engineering_team,"","",cavalier autonomous racing;uva iac,activities_honors;education_description;experience_description;company_name;title,https://virginia.edu/cavalier,"",true,true,false
Charger Rocket Works,engineering_team,"","",charger rocket works;uah rocketry,activities_honors;education_description;experience_description;company_name;title,https://uah.edu,Host school region; strong,true,true,false
Cincy Flight,engineering_team,"","",cincy flight;queen city aviators,activities_honors;education_description;experience_description;company_name;title,https://cincyflight.com,"",true,true,false
CMU F1Tenth,engineering_team,"","",cmu f1tenth,activities_honors;education_description;experience_description;company_name;title,https://cmu.edu,"",true,true,false
CMU RoboCup,engineering_team,"","",cmu robocup;cmrobobits,activities_honors;education_description;experience_description;company_name;title,https://cmu.edu,Multiple subteams (humanoid; soccer; @home),true,true,false
Cornell Autoboat,engineering_team,"","",cornell autoboat,activities_honors;education_description;experience_description;company_name;title,https://cornellautoboat.com,"",true,true,false
Cornell Baja,engineering_team,"","",cornell baja,activities_honors;education_description;experience_description;company_name;title,https://cornell-baja.com,"",true,true,false
Cornell DBF,engineering_team,"","",cornell dbf,activities_honors;education_description;experience_description;company_name;title,https://cornelldbf.com,"",true,true,false
Cornell Mars Rover,engineering_team,"","",cornell mars rover;cmr,activities_honors;education_description;experience_description;company_name;title,https://cornellmarsrover.com,Top US team; multi-time finalist,true,true,false
Cornell Racing,engineering_team,"","",cornell racing;cornell fsae,activities_honors;education_description;experience_description;company_name;title,https://cornellracing.com,Consistent national contender,true,true,false
Cornell Racing EV,engineering_team,"","",cornell racing ev;resolute,activities_honors;education_description;experience_description;company_name;title,https://cornellracing.com,EV vehicle named Resolute,true,true,false
Cornell Rocketry,engineering_team,"","",cornell rocketry;crt,activities_honors;education_description;experience_description;company_name;title,https://cornellrocketry.com,"",true,true,false
Cornell SUAS,engineering_team,"","",cornell suas,activities_honors;education_description;experience_description;company_name;title,https://cornell.edu,"",true,true,false
CPP SWIFT,engineering_team,"","",cpp swift;cal poly pomona ccdc,activities_honors;education_description;experience_description;company_name;title,https://cpp.edu,"",true,true,false
CU Boulder LASP undergrad,engineering_team,"","",cu boulder lasp undergrad,activities_honors;education_description;experience_description;company_name;title,https://lasp.colorado.edu,Major space program,true,true,false
CUAUV,engineering_team,"","",cuauv;cornell university autonomous underwater vehicle,activities_honors;education_description;experience_description;company_name;title,https://cuauv.org,Top US RoboSub team historically,true,true,false
CUSat,engineering_team,"","",cusat;cornell university satellite,activities_honors;education_description;experience_description;company_name;title,https://cornell.edu/cusat,"",true,true,false
Duke Robotics,engineering_team,"","",duke robotics,activities_honors;education_description;experience_description;company_name;title,https://duke.edu,"",true,true,false
Embry-Riddle Lunabotics,engineering_team,"","",embry-riddle lunabotics,activities_honors;education_description;experience_description;company_name;title,https://erau.edu,"",true,true,false
Embry-Riddle RoboBoat,engineering_team,"","",embry-riddle roboboat,activities_honors;education_description;experience_description;company_name;title,https://erau.edu,"",true,true,false
Embry-Riddle RoboSub,engineering_team,"","",embry-riddle robosub,activities_honors;education_description;experience_description;company_name;title,https://erau.edu,"",true,true,false
Embry-Riddle SAE Aero,engineering_team,"","",embry-riddle sae aero;erau aero,activities_honors;education_description;experience_description;company_name;title,https://erau.edu,"",true,true,false
Embry-Riddle SUAS,engineering_team,"","",embry-riddle suas;erau suas,activities_honors;education_description;experience_description;company_name;title,https://erau.edu,"",true,true,false
Farmers Flight,engineering_team,"","",farmers flight;tamu sae aero,activities_honors;education_description;experience_description;company_name;title,https://tamusaeaero.org,Top SAE Aero team,true,true,false
Georgia Tech DBF,engineering_team,"","",georgia tech dbf;gt dbf,activities_honors;education_description;experience_description;company_name;title,https://dbf.gtorg.gatech.edu,Strong,true,true,false
Georgia Tech SSDL,engineering_team,"","",georgia tech ssdl;gt space systems design lab,activities_honors;education_description;experience_description;company_name;title,https://ssdl.gatech.edu,"",true,true,false
Georgia Tech Vertical Lift,engineering_team,"","",georgia tech vertical lift;gt vlrc,activities_honors;education_description;experience_description;company_name;title,https://vlrc.gatech.edu,"",true,true,false
Gopher Motorsports Baja,engineering_team,"","",gopher motorsports baja,activities_honors;education_description;experience_description;company_name;title,https://gophermotorsports.com,"",true,true,false
Hack@UCF,engineering_team,"","",hack@ucf;ucf cyber defense,activities_honors;education_description;experience_description;company_name;title,https://hackucf.org,Multi-time national CCDC winner,true,true,false
Harvey Mudd Robotics,engineering_team,"","",harvey mudd robotics,activities_honors;education_description;experience_description;company_name;title,https://hmc.edu,"",true,true,false
Husky Robotics,engineering_team,"","",husky robotics;uw urc,activities_honors;education_description;experience_description;company_name;title,https://huskyrobotics.org,"",true,true,false
HyTech Racing,engineering_team,"","",hytech racing;gt motorsports,activities_honors;education_description;experience_description;company_name;title,https://hytechracing.gatech.edu,Strong; also runs EV,true,true,false
HyTech Racing EV,engineering_team,"","",hytech racing ev;gt off-road ev,activities_honors;education_description;experience_description;company_name;title,https://hytechracing.gatech.edu,"",true,true,false
Illini Motorsports,engineering_team,"","",illini motorsports;illinois motorsports,activities_honors;education_description;experience_description;company_name;title,https://illinimotorsports.com,"",true,true,false
Illini Motorsports EV,engineering_team,"","",illini motorsports ev,activities_honors;education_description;experience_description;company_name;title,https://illinimotorsports.com,"",true,true,false
Illini Solar Car,engineering_team,"","",illini solar car,activities_honors;education_description;experience_description;company_name;title,https://illinisolarcar.com,"",true,true,false
Iowa State Baja,engineering_team,"","",iowa state baja,activities_honors;education_description;experience_description;company_name;title,https://iastate.edu,"",true,true,false
Iowa State Lunabotics,engineering_team,"","",iowa state lunabotics;isu lunabotics,activities_honors;education_description;experience_description;company_name;title,https://iastate.edu,Top finisher,true,true,false
Iowa State Rocketry,engineering_team,"","",iowa state rocketry,activities_honors;education_description;experience_description;company_name;title,https://iastate.edu,"",true,true,false
JMU Rocketry,engineering_team,"","",jmu rocketry,activities_honors;education_description;experience_description;company_name;title,https://jmu.edu,"",true,true,false
M-Fly,engineering_team,"","",m-fly;michigan dbf,activities_honors;education_description;experience_description;company_name;title,https://mfly.engin.umich.edu,"",true,true,false
Maryland Rotorcraft,engineering_team,"","",maryland rotorcraft;umd vfs,activities_honors;education_description;experience_description;company_name;title,https://umd.edu,Dedicated rotorcraft program,true,true,false
Michigan Solar Car,engineering_team,"","",michigan solar car;umsc,activities_honors;education_description;experience_description;company_name;title,https://solarcar.engin.umich.edu,Multi-time American champ; legendary,true,true,false
Michigan Tech Baja,engineering_team,"","",michigan tech baja;mtu baja,activities_honors;education_description;experience_description;company_name;title,https://mtu.edu/baja,Big program,true,true,false
Minnesota Solar Vehicle Project,engineering_team,"","",minnesota solar vehicle project;msvp,activities_honors;education_description;experience_description;company_name;title,https://msvp.umn.edu,"",true,true,false
Mississippi State Rocketry,engineering_team,"","",mississippi state rocketry,activities_honors;education_description;experience_description;company_name;title,https://msstate.edu,"",true,true,false
Mississippi State SUAS,engineering_team,"","",mississippi state suas;msu suas,activities_honors;education_description;experience_description;company_name;title,https://msstate.edu,Multi-time top finishers,true,true,false
MIT F1Tenth,engineering_team,"","",mit f1tenth,activities_honors;education_description;experience_description;company_name;title,https://mit.edu,"",true,true,false
MIT Motorsports,engineering_team,"","",mit motorsports;mit fsae,activities_honors;education_description;experience_description;company_name;title,https://motorsports.mit.edu,"",true,true,false
MIT Motorsports EV,engineering_team,"","",mit motorsports ev,activities_honors;education_description;experience_description;company_name;title,https://motorsports.mit.edu,"",true,true,false
MIT Rocket Team,engineering_team,"","",mit rocket team,activities_honors;education_description;experience_description;company_name;title,https://rocketry.mit.edu,"",true,true,false
MIT Solar Electric Vehicle Team,engineering_team,"","",mit solar electric vehicle team;mit sevt,activities_honors;education_description;experience_description;company_name;title,https://mitsolarcar.org,"",true,true,false
MIT Space Systems Lab teams,engineering_team,"","",mit space systems lab teams;mit ssl,activities_honors;education_description;experience_description;company_name;title,https://ssl.mit.edu,Umbrella for multiple flight projects,true,true,false
MIT-PITT-RW,engineering_team,"","",mit-pitt-rw,activities_honors;education_description;experience_description;company_name;title,https://mitpittrw.com,Multi-school consortium (MIT/Pitt/Rochester/Waterloo),true,true,false
Mountaineer Mars Rover,engineering_team,"","",mountaineer mars rover;wvu mrt,activities_honors;education_description;experience_description;company_name;title,https://wvu.edu,"",true,true,false
MRacing,engineering_team,"","",mracing;michigan formula racing,activities_honors;education_description;experience_description;company_name;title,https://mracing.engin.umich.edu,Multi-time top US team,true,true,false
MRacing EV,engineering_team,"","",mracing ev;michigan formula racing ev,activities_honors;education_description;experience_description;company_name;title,https://mracing.engin.umich.edu,"",true,true,false
MRover,engineering_team,"","",mrover;michigan mars rover,activities_honors;education_description;experience_description;company_name;title,https://mrover.org,Top US team,true,true,false
NCSU High-Powered Rocketry,engineering_team,"","",ncsu high-powered rocketry;nc state hpr,activities_honors;education_description;experience_description;company_name;title,https://ncsu.edu,Frequent USLI top placers,true,true,false
Notre Dame SUAS,engineering_team,"","",notre dame suas,activities_honors;education_description;experience_description;company_name;title,https://nd.edu,"",true,true,false
NUSolar,engineering_team,"","",nusolar;northwestern solar,activities_honors;education_description;experience_description;company_name;title,https://nusolar.northwestern.edu,"",true,true,false
Olin Baja,engineering_team,"","",olin baja,activities_honors;education_description;experience_description;company_name;title,https://olin.edu/baja,"",true,true,false
Olin Electric Motorsports,engineering_team,"","",olin electric motorsports;oem,activities_honors;education_description;experience_description;company_name;title,https://olin.edu/oem,Small school punches above weight,true,true,false
Penn State Formula SAE,engineering_team,"","",penn state formula sae;psu racing,activities_honors;education_description;experience_description;company_name;title,https://pennstateracing.com,"",true,true,false
Penn State Helicopter,engineering_team,"","",penn state helicopter;penn state vfs,activities_honors;education_description;experience_description;company_name;title,https://psu.edu,Strong rotorcraft program,true,true,false
Penn State Lion's Roar,engineering_team,"","",penn state lion's roar;penn state rocketry,activities_honors;education_description;experience_description;company_name;title,https://psu.edu,"",true,true,false
Plaid Parliament of Pwning,engineering_team,"","",plaid parliament of pwning;ppp,activities_honors;education_description;experience_description;company_name;title,https://pwning.net,Most legendary college CTF; many DEFCON wins,true,true,false
PolySat,engineering_team,"","",polysat;cal poly cubesat,activities_honors;education_description;experience_description;company_name;title,https://polysat.org,Originated CubeSat standard,true,true,false
Portland Pilots Aero,engineering_team,"","",portland pilots aero;up sae aero,activities_honors;education_description;experience_description;company_name;title,https://up.edu,"",true,true,false
Princeton Formula Racing,engineering_team,"","",princeton formula racing,activities_honors;education_description;experience_description;company_name;title,https://princetonracing.com,"",true,true,false
Princeton Rocketry,engineering_team,"","",princeton rocketry,activities_honors;education_description;experience_description;company_name;title,https://princeton.edu,"",true,true,false
Principia Solar Car,engineering_team,"","",principia solar car,activities_honors;education_description;experience_description;company_name;title,https://principia.edu,Small school; consistent winner,true,true,false
Purdue FSAE,engineering_team,"","",purdue fsae;purdue formula sae,activities_honors;education_description;experience_description;company_name;title,https://purdueformulasae.com,"",true,true,false
Purdue Northwest Lunabotics,engineering_team,"","",purdue northwest lunabotics;pnw lunabotics,activities_honors;education_description;experience_description;company_name;title,https://pnw.edu,"",true,true,false
Purdue Space Program,engineering_team,"","",purdue space program;psp,activities_honors;education_description;experience_description;company_name;title,https://purduespaceprogram.com,Competes IREC + USLI,true,true,false
Purdue VFS,engineering_team,"","",purdue vfs,activities_honors;education_description;experience_description;company_name;title,https://purdue.edu,"",true,true,false
RIT Baja,engineering_team,"","",rit baja;rochester tigers,activities_honors;education_description;experience_description;company_name;title,https://rit.edu,"",true,true,false
RIT CCDC,engineering_team,"","",rit ccdc,activities_honors;education_description;experience_description;company_name;title,https://rit.edu,"",true,true,false
RoboJackets RoboBoat,engineering_team,"","",robojackets roboboat;gt roboboat,activities_honors;education_description;experience_description;company_name;title,https://robojackets.org,RoboJackets is umbrella,true,true,false
RoboJackets RoboCup,engineering_team,"","",robojackets robocup;gt robocup,activities_honors;education_description;experience_description;company_name;title,https://robojackets.org,"",true,true,false
RoboJackets SUAS,engineering_team,"","",robojackets suas;gt suas,activities_honors;education_description;experience_description;company_name;title,https://robojackets.org,"",true,true,false
RPISec,engineering_team,"","",rpisec,activities_honors;education_description;experience_description;company_name;title,https://rpis.ec,"",true,true,false
Shellphish,engineering_team,"","",shellphish,activities_honors;education_description;experience_description;company_name;title,https://shellphish.net,Industry-grade; PhD-heavy,true,true,false
Spartan Racing,engineering_team,"","",spartan racing;sjsu formula,activities_honors;education_description;experience_description;company_name;title,https://spartan-racing.com,Consistent west coast contender,true,true,false
Spartan Racing Electric,engineering_team,"","",spartan racing electric,activities_honors;education_description;experience_description;company_name;title,https://spartan-racing.com,"",true,true,false
Stanford ACM,engineering_team,"","",stanford acm,activities_honors;education_description;experience_description;company_name;title,https://stanford.edu,"",true,true,false
Stanford CCDC,engineering_team,"","",stanford ccdc,activities_honors;education_description;experience_description;company_name;title,https://stanford.edu,"",true,true,false
Stanford F1Tenth,engineering_team,"","",stanford f1tenth,activities_honors;education_description;experience_description;company_name;title,https://stanford.edu,"",true,true,false
Stanford Mars Rover,engineering_team,"","",stanford mars rover,activities_honors;education_description;experience_description;company_name;title,https://stanford.edu,"",true,true,false
Stanford Solar Car Project,engineering_team,"","",stanford solar car project;sscp,activities_honors;education_description;experience_description;company_name;title,https://solarcar.stanford.edu,Note: also competes in solar challenge,true,true,false
Stanford SSI Rocketry,engineering_team,"","",stanford ssi rocketry;stanford ssi,activities_honors;education_description;experience_description;company_name;title,https://stanfordssi.org,Part of Stanford Student Space Initiative,true,true,false
Stanford SSI Satellite,engineering_team,"","",stanford ssi satellite;stanford ssi,activities_honors;education_description;experience_description;company_name;title,https://stanfordssi.org,"",true,true,false
Tennessee Tech Baja,engineering_team,"","",tennessee tech baja;ttu baja,activities_honors;education_description;experience_description;company_name;title,https://ttu.edu/baja,"",true,true,false
UC Berkeley Mars Rover,engineering_team,"","",uc berkeley mars rover;cal mars rover,activities_honors;education_description;experience_description;company_name;title,https://berkeley.edu,"",true,true,false
UCLA CubeSat,engineering_team,"","",ucla cubesat,activities_honors;education_description;experience_description;company_name;title,https://ucla.edu,"",true,true,false
UCLA DBF,engineering_team,"","",ucla dbf;ucla design build fly,activities_honors;education_description;experience_description;company_name;title,https://uclahap.com,"",true,true,false
UCLA Formula Racing,engineering_team,"","",ucla formula racing;ucla fsae ev,activities_honors;education_description;experience_description;company_name;title,https://uclaformularacing.com,"",true,true,false
UCLA Rocket Project,engineering_team,"","",ucla rocket project,activities_honors;education_description;experience_description;company_name;title,https://uclarocketproject.com,"",true,true,false
UM::Autonomy,engineering_team,"","",um::autonomy;michigan autonomy,activities_honors;education_description;experience_description;company_name;title,https://umautonomy.com,Top US team,true,true,false
University of North Dakota Lunabotics,engineering_team,"","",university of north dakota lunabotics;und lunabotics,activities_honors;education_description;experience_description;company_name;title,https://und.edu,"",true,true,false
UPenn F1Tenth,engineering_team,"","",upenn f1tenth;penn f1tenth,activities_honors;education_description;experience_description;company_name;title,https://upenn.edu,Birthplace of F1Tenth,true,true,false
USC AeroDesign,engineering_team,"","",usc aerodesign,activities_honors;education_description;experience_description;company_name;title,https://usc.edu,"",true,true,false
USCRPL,engineering_team,"","",uscrpl;usc rocket propulsion lab,activities_honors;education_description;experience_description;company_name;title,https://uscrpl.com,First collegiate team to space (Traveler IV); top SpaceX pipeline,true,true,false
USNA Robotics,engineering_team,"","",usna robotics,activities_honors;education_description;experience_description;company_name;title,https://usna.edu,Service academy; auto US person,true,true,false
UT Austin Villa,engineering_team,"","",ut austin villa,activities_honors;education_description;experience_description;company_name;title,https://cs.utexas.edu/villa,Legendary in standard platform/simulation,true,true,false
UW Formula Motorsports,engineering_team,"","",uw formula motorsports;uw fsae,activities_honors;education_description;experience_description;company_name;title,https://washington.edu/uwfm,"",true,true,false
Vanderbilt Aerospace Design Lab,engineering_team,"","",vanderbilt aerospace design lab;vadl,activities_honors;education_description;experience_description;company_name;title,https://vu.edu,Competes in USLI and IREC,true,true,false
Villanova RoboBoat,engineering_team,"","",villanova roboboat,activities_honors;education_description;experience_description;company_name;title,https://villanova.edu,"",true,true,false
Virginia Tech DBF,engineering_team,"","",virginia tech dbf,activities_honors;education_description;experience_description;company_name;title,https://vt.edu,"",true,true,false
Virginia Tech RoboSub,engineering_team,"","",virginia tech robosub,activities_honors;education_description;experience_description;company_name;title,https://vt.edu,"",true,true,false
Virginia Tech SUAS,engineering_team,"","",virginia tech suas,activities_honors;education_description;experience_description;company_name;title,https://vt.edu,"",true,true,false
War Eagle Motorsports,engineering_team,"","",war eagle motorsports;auburn baja,activities_honors;education_description;experience_description;company_name;title,https://auburn.edu/baja,"",true,true,false
Western Michigan Sunseeker,engineering_team,"","",western michigan sunseeker;wmu sunseeker,activities_honors;education_description;experience_description;company_name;title,https://sunseeker.wmich.edu,"",true,true,false
Wichita State DBF,engineering_team,"","",wichita state dbf;wsu dbf,activities_honors;education_description;experience_description;company_name;title,https://wichita.edu/dbf,Multi-time DBF winner; aerospace pipeline,true,true,false
Wisconsin Racing,engineering_team,"","",wisconsin racing,activities_honors;education_description;experience_description;company_name;title,https://wisconsinracing.org,"",true,true,false
WPI DBF,engineering_team,"","",wpi dbf,activities_honors;education_description;experience_description;company_name;title,https://wpi.edu,"",true,true,false
WPI SAE Aero,engineering_team,"","",wpi sae aero,activities_honors;education_description;experience_description;company_name;title,https://wpi.edu,"",true,true,false
Yale Undergraduate Aerospace Association,engineering_team,"","",yale undergraduate aerospace association;yuaa,activities_honors;education_description;experience_description;company_name;title,https://yale.edu/yuaa,"",true,true,false
