canonical_name,category,subcategory,tier_group,aliases,source_field_hints,canonical_url,description,is_positive,is_active
RSS,publication,robotics,3,"rss;robotics science and systems","description_raw;summary_raw;activities_raw",https://roboticsconference.org,Very selective robotics conference,TRUE,TRUE
ICRA,publication,robotics,3,"icra;international conference on robotics and automation","description_raw;summary_raw;activities_raw",https://www.icra2024.org,Largest broad robotics conference,TRUE,TRUE
IROS,publication,robotics,3,"iros;intelligent robots and systems","description_raw;summary_raw;activities_raw",https://iros2024-abudhabi.org,Industry-heavy robotics conference,TRUE,TRUE
CoRL,publication,robotics,3,"corl;conference on robot learning","description_raw;summary_raw;activities_raw",https://corl.org,Robotics + ML; fast-rising,TRUE,TRUE
CHI,publication,hci,3,"chi;sigchi;conference on human factors","description_raw;summary_raw;activities_raw",https://chi.acm.org,Top HCI conference,TRUE,TRUE
UIST,publication,hci,3,"uist;user interface software and technology","description_raw;summary_raw;activities_raw",https://uist.acm.org,Elite interface research conference,TRUE,TRUE
ISMB,publication,bio,3,"ismb;intelligent systems for molecular biology","description_raw;summary_raw;activities_raw",https://www.iscb.org,Top computational biology venue,TRUE,TRUE
RECOMB,publication,bio,3,"recomb;research in computational molecular biology","description_raw;summary_raw;activities_raw",https://www.recomb.org,Computational biology theory,TRUE,TRUE
Nature,publication,journal,3,"nature;nature journal","description_raw;summary_raw;activities_raw",https://www.nature.com,Top general science journal,TRUE,TRUE
Science,publication,journal,3,"science;science journal;science magazine","description_raw;summary_raw;activities_raw",https://www.science.org,Top general science journal,TRUE,TRUE
Cell,publication,journal,3,"cell;cell journal","description_raw;summary_raw;activities_raw",https://www.cell.com,Top life sciences journal,TRUE,TRUE
PNAS,publication,journal,3,"pnas;proceedings of the national academy of sciences","description_raw;summary_raw;activities_raw",https://www.pnas.org,Broad elite research journal,TRUE,TRUE
Nature Biotechnology,publication,journal,3,"nature biotechnology;nature biotech","description_raw;summary_raw;activities_raw",https://www.nature.com/nbt,Industry-impact biotech journal,TRUE,TRUE
JMLR,publication,journal,3,"jmlr;journal of machine learning research","description_raw;summary_raw;activities_raw",https://jmlr.org,ML journal gold standard,TRUE,TRUE
Communications of the ACM,publication,journal,2,"cacm;communications of the acm","description_raw;summary_raw;activities_raw",https://cacm.acm.org,CS recognition,TRUE,TRUE
ISSCC,publication,hardware,3,"isscc;international solid state circuits","description_raw;summary_raw;activities_raw",https://www.isscc.org,Top circuits conference (Chip Olympics),TRUE,TRUE
DAC,publication,hardware,3,"dac;design automation conference","description_raw;summary_raw;activities_raw",https://www.dac.com,Top design automation conference,TRUE,TRUE
Hot Chips,publication,hardware,3,"hot chips;hotchips","description_raw;summary_raw;activities_raw",https://hotchips.org,Industry + academia hardware showcase,TRUE,TRUE
VLSI Symposium,publication,hardware,3,"vlsi symposium;symposium on vlsi","description_raw;summary_raw;activities_raw",https://www.vlsisymposium.org,Elite semiconductor conference,TRUE,TRUE
CICC,publication,hardware,3,"cicc;custom integrated circuits conference","description_raw;summary_raw;activities_raw",https://www.cicc.ieee.org,Top custom IC design conference,TRUE,TRUE
